runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,number of agents
0.010093,16,35,4121,16453,978,978,974,976,19,0,4,0,10,0,990,0,0,8e-05,0.000108,0.000514,0.000861,1.3e-05,0,0.018755,3.1e-05,0.000621,0.004703,0.005063,0.013509,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-15.scen:,45
0.198913,29,56,22705,70048,1928,1928,1924,1928,18,14,0,11,2,0,0,17,0,0.01811,2.3e-05,0.000927,0.000254,0.000795,0,0.003368,7.6e-05,0.003352,0.03255,0.033552,0.026841,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-3.scen:,30
0.015129,25,49,5877,20798,978,978,973,976,13,1,7,0,16,0,0,0,0,0.00026,0.000241,0.000486,0.000347,9e-06,0,0.002561,5.7e-05,0.000854,0.008108,0.008589,0.009767,CG+GR+DC+T+BP with AStar,scens/empty-32-32-even-15.scen:,45
0.004185,2,4,1332,5986,908,908,908,908,4,0,0,0,1,0,0,0,0,0,0,0.000228,0,0,0,0,6e-06,8.6e-05,0.000527,0.000582,0.01961,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-10.scen:,45
0.006646,4,6,1605,7332,908,908,908,908,18,0,0,0,2,0,0,0,0,4e-06,1.6e-05,0.000301,0.000134,8e-06,0,0.001729,1.7e-05,0.000281,0.001481,0.001638,0.019322,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-10.scen:,45
0.006993,4,6,1463,6640,908,908,908,908,15,0,0,0,2,0,0,0,0,1.2e-05,1.8e-05,0.00028,0.000273,8e-06,0,0.002382,1.4e-05,0.00031,0.001695,0.001865,0.016057,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-10.scen:,45
0.00599,4,6,1157,5207,908,908,908,908,18,0,0,0,2,0,0,0,0,1.9e-05,1.7e-05,0.000257,0.000219,1.1e-05,0,0.002588,1.9e-05,0.00028,0.001539,0.001707,0.014151,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-10.scen:,45
0.192222,29,56,22705,70048,1928,1928,1924,1928,18,14,0,11,2,0,0,17,0,0.018005,2.1e-05,0.000939,0.000242,0.000788,0,0.003283,7.7e-05,0.003245,0.031379,0.032376,0.028764,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-3.scen:,30
0.006021,4,6,1157,5207,908,908,908,908,18,0,0,0,2,0,0,0,0,1.9e-05,1.7e-05,0.000266,0.000203,1.3e-05,0,0.002615,1.8e-05,0.000277,0.001527,0.001688,0.01398,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-10.scen:,45
0.004007,2,3,1332,5986,908,908,908,908,4,0,0,0,1,0,0,0,0,8e-06,1.6e-05,0.000137,4.4e-05,4e-06,0,0.001015,6e-06,7.9e-05,0.000534,0.000583,0.00959,CG+GR+DC+T+BP with AStar,scens/empty-32-32-even-10.scen:,45
0.006388,3,6,1684,7420,973,973,973,973,8,0,1,0,1,0,0,0,0,0,0,0.000323,0,0,0,0,1e-05,0.00019,0.001196,0.00131,0.0184,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-1.scen:,45
0.008988,5,8,2187,9492,973,973,972,973,22,0,2,0,1,0,0,0,0,1.7e-05,1.4e-05,0.000339,0.00026,7e-06,0,0.001787,2.2e-05,0.000341,0.002225,0.002422,0.020888,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-1.scen:,45
0.118662,17,33,13544,44595,1928,1928,1918,1926,12,7,0,8,1,0,0,65,1,0.082738,0.000253,0.000629,0.00082,0.004225,0,0.00813,5e-05,0.002071,0.017418,0.018126,0.014362,WDG+GR+GC+T+BP with AStar,scens/den312d-even-3.scen:,30
0.007615,8,14,2331,9513,973,973,970,972,18,2,2,0,2,0,0,0,0,2e-05,4.8e-05,0.000268,0.000362,6e-06,0,0.001991,2.2e-05,0.000311,0.002457,0.002648,0.01298,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-1.scen:,45
0.006475,5,8,1519,6229,973,973,970,972,18,0,1,0,2,0,0,0,0,1.1e-05,3.5e-05,0.000235,0.000219,8e-06,0,0.00222,2e-05,0.000314,0.001963,0.002123,0.011587,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-1.scen:,45
0.005858,5,8,1258,5412,973,973,970,972,18,0,1,0,2,0,0,0,0,2.6e-05,3.5e-05,0.00025,0.000317,6e-06,0,0.002141,1.9e-05,0.000273,0.001749,0.001914,0.012307,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-1.scen:,45
0.005994,3,5,1684,7420,973,973,970,972,8,0,1,0,1,0,0,0,0,2.2e-05,4.3e-05,0.000201,0.000129,4e-06,0,0.001839,1e-05,0.000165,0.001136,0.001252,0.009647,CG+GR+DC+T+BP with AStar,scens/empty-32-32-even-1.scen:,45
0.008948,9,16,2445,9955,1021,1021,1021,1021,10,2,3,0,3,0,0,0,0,0,0,0.000386,0,0,0,0,2.4e-05,0.000365,0.002359,0.002564,0.020497,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-6.scen:,45
0.012102,16,31,3189,12270,1021,1021,1021,1021,9,11,2,0,2,0,0,0,0,0,0,0.000447,0,0,0,0,3.5e-05,0.000529,0.003709,0.004004,0.019143,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-6.scen:,45
0.014661,17,32,3345,12874,1021,1021,1019,1021,21,8,4,0,3,0,0,0,0,6.2e-05,0.000212,0.000497,0.000602,2.4e-05,0,0.004839,4.5e-05,0.00072,0.005049,0.005448,0.017276,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-6.scen:,45
0.015433,19,36,3399,12915,1021,1021,1019,1021,19,10,4,0,3,0,0,0,0,6.2e-05,0.000178,0.0005,0.000989,2.2e-05,0,0.005397,5.3e-05,0.000798,0.005532,0.005973,0.015858,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-6.scen:,45
0.007654,7,12,1688,6853,1021,1021,1019,1021,16,0,4,0,1,0,0,0,0,2.6e-05,3.2e-05,0.000285,0.000312,4e-06,0,0.002562,2.5e-05,0.000352,0.002507,0.002695,0.015162,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-6.scen:,45
0.008931,9,15,2445,9955,1021,1021,1019,1021,10,2,3,0,3,0,0,0,0,4.7e-05,0.000103,0.000276,0.000206,9e-06,0,0.0029,2.5e-05,0.000364,0.002414,0.00262,0.010592,CG+GR+DC+T+BP with AStar,scens/empty-32-32-even-6.scen:,45
0.006608,3,8,2152,9042,974,974,974,974,8,0,3,0,0,0,0,0,0,0,0,0.00032,0,0,0,0,1.3e-05,0.000233,0.001863,0.001987,0.021272,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-3.scen:,45
0.007211,4,10,2247,9393,974,974,974,974,9,1,3,0,0,0,0,0,0,2e-06,1e-05,0.000301,6.5e-05,1e-06,0,0.000344,1.8e-05,0.000222,0.002254,0.002393,0.020118,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-3.scen:,45
0.009284,6,10,1869,7706,974,974,973,973,16,0,1,0,3,0,0,0,0,3.7e-05,5e-05,0.000284,0.000427,1e-05,0,0.003759,2.2e-05,0.000378,0.002833,0.003023,0.014531,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-3.scen:,45
0.009319,8,14,2197,8693,974,974,972,973,15,0,2,0,4,0,0,0,0,5e-05,7.8e-05,0.000288,0.000599,1e-05,0,0.003135,1.8e-05,0.00044,0.003527,0.003746,0.01306,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-3.scen:,45
0.009852,8,14,2427,9419,974,974,972,973,19,0,2,0,4,0,0,0,0,5.2e-05,8.2e-05,0.000311,0.000575,5e-06,0,0.003278,2.6e-05,0.000501,0.004079,0.004311,0.01272,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-3.scen:,45
0.006296,3,7,2152,9042,974,974,972,973,8,0,3,0,0,0,0,0,0,3.7e-05,6.3e-05,0.000202,0.000104,3e-06,0,0.001301,1.5e-05,0.000237,0.001856,0.001975,0.010518,CG+GR+DC+T+BP with AStar,scens/empty-32-32-even-3.scen:,45
0.006491,7,14,2161,8971,936,936,936,936,6,4,1,0,1,0,0,0,0,0,0,0.000331,0,0,0,0,1.7e-05,0.000256,0.001782,0.001934,0.02131,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-4.scen:,45
0.006514,5,10,1964,8277,936,936,936,936,10,2,1,0,1,0,0,0,0,0,0,0.000302,0,0,0,0,1.5e-05,0.000239,0.00172,0.001858,0.020049,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-4.scen:,45
0.008606,7,12,1908,8058,936,936,934,935,23,2,1,0,2,0,0,0,0,2.3e-05,4.9e-05,0.000359,0.000366,1.6e-05,0,0.002882,3.1e-05,0.000441,0.002621,0.002881,0.01614,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-4.scen:,45
0.007784,8,14,1771,7316,936,936,934,935,18,2,1,0,3,0,0,0,0,3.2e-05,8.2e-05,0.000302,0.000335,9e-06,0,0.002569,2.6e-05,0.000385,0.002562,0.002784,0.014443,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-4.scen:,45
0.007658,7,12,1602,6747,936,936,934,935,18,2,1,0,2,0,0,0,0,1.9e-05,4.9e-05,0.000297,0.000409,1.2e-05,0,0.002762,2.8e-05,0.00037,0.002321,0.002542,0.013938,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-4.scen:,45
0.006463,7,13,2161,8971,936,936,934,935,6,4,1,0,1,0,0,0,0,2.7e-05,8.7e-05,0.000231,0.000107,4e-06,0,0.001341,1.3e-05,0.00025,0.001823,0.001982,0.010297,CG+GR+DC+T+BP with AStar,scens/empty-32-32-even-4.scen:,45
0.013046,16,32,4985,19235,989,989,989,989,20,4,3,0,8,0,0,0,0,0,0,0.000549,0,0,0,0,4.5e-05,0.000802,0.006814,0.007252,0.021164,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-18.scen:,45
0.01511,18,36,5154,20612,989,989,989,989,33,4,3,0,10,0,0,0,0,1e-05,2.1e-05,0.0006,5e-06,1e-06,0,0.000198,5.5e-05,0.001001,0.007536,0.008057,0.020128,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-18.scen:,45
0.026436,47,94,9349,35231,989,989,988,989,29,36,8,0,2,0,0,0,0,1.4e-05,2.9e-05,0.000744,0.000389,1e-05,0,0.002399,0.000116,0.0019,0.015522,0.016287,0.017722,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-18.scen:,45
0.017973,14,26,5513,21305,989,989,986,988,40,4,4,0,4,0,0,0,0,0.000118,0.000164,0.000606,0.001058,3.2e-05,0,0.003429,5.6e-05,0.001143,0.00934,0.009922,0.014467,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-18.scen:,45
0.018514,14,26,5877,22608,989,989,986,987,50,4,4,0,4,0,0,0,0,5e-05,0.000183,0.000672,0.000922,2e-05,0,0.003505,5.4e-05,0.001311,0.009959,0.01063,0.014445,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-18.scen:,45
0.013193,16,31,4985,19235,989,989,986,988,20,4,3,0,8,0,0,0,0,0.00012,0.000208,0.000451,0.000501,1.2e-05,0,0.001609,4.4e-05,0.000811,0.007002,0.007444,0.010452,CG+GR+DC+T+BP with AStar,scens/empty-32-32-even-18.scen:,45
0.008123,12,24,2167,9444,870,870,870,870,8,8,2,0,1,0,0,0,0,0,0,0.000377,0,0,0,0,2.2e-05,0.000384,0.002522,0.002736,0.021066,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-8.scen:,45
0.008184,12,26,1981,8809,870,870,870,870,6,10,1,0,1,0,0,0,0,1e-06,1e-05,0.000361,3e-05,1e-06,0,0.000565,2.6e-05,0.000351,0.002285,0.002497,0.020608,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-8.scen:,45
0.015491,24,48,3344,13968,870,870,869,869,18,19,2,0,2,0,0,0,0,2.5e-05,0.000138,0.000475,0.000813,2.4e-05,0,0.004677,5.5e-05,0.000808,0.005635,0.006071,0.016585,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-8.scen:,45
0.010521,14,28,2374,9175,870,870,869,869,17,11,1,0,1,0,0,0,0,3e-05,0.000168,0.000382,0.000638,2e-05,0,0.004075,4.2e-05,0.00054,0.004317,0.004645,0.012656,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-8.scen:,45
0.008079,12,24,1565,6533,870,870,869,869,15,9,1,0,1,0,0,0,0,2.7e-05,0.000136,0.000331,0.00035,1.4e-05,0,0.003564,3.1e-05,0.000482,0.0031,0.003379,0.011548,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-8.scen:,45
0.008362,12,23,2167,9444,870,870,869,869,8,8,2,0,1,0,0,0,0,2.2e-05,0.000132,0.000288,0.000289,8e-06,0,0.002463,3e-05,0.00041,0.002657,0.002879,0.010793,CG+GR+DC+T+BP with AStar,scens/empty-32-32-even-8.scen:,45
0.003617,2,4,1249,5583,920,920,920,920,2,0,1,0,0,0,0,0,0,0,0,0.000238,0,0,0,0,2e-06,4.8e-05,0.000324,0.000356,0.021364,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-16.scen:,45
0.004834,4,6,1429,6286,920,920,920,920,9,1,1,0,0,0,0,0,0,9e-06,3.3e-05,0.00025,0,2e-06,0,0.000266,7e-06,0.000125,0.000741,0.000822,0.019538,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-16.scen:,45
0.007977,5,8,1608,6931,920,920,919,920,18,1,2,0,0,0,0,0,0,1.5e-05,2.3e-05,0.000303,0.000378,1.3e-05,0,0.003024,1.8e-05,0.000357,0.002079,0.002274,0.016415,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-16.scen:,45
0.005936,4,6,1195,5130,920,920,919,920,14,0,2,0,0,0,0,0,0,1e-05,2.2e-05,0.000241,0.000232,7e-06,0,0.002305,1.6e-05,0.000254,0.001485,0.001628,0.014642,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-16.scen:,45
0.006015,4,6,1195,5130,920,920,919,920,14,0,2,0,0,0,0,0,0,1e-05,1.9e-05,0.00025,0.000219,1.2e-05,0,0.002385,1.3e-05,0.000252,0.001508,0.001652,0.014339,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-16.scen:,45
0.003455,2,3,1249,5583,920,920,919,920,2,0,1,0,0,0,0,0,0,1e-05,1.9e-05,0.000132,5e-05,3e-06,0,0.0004,2e-06,4.8e-05,0.000311,0.000343,0.010646,CG+GR+DC+T+BP with AStar,scens/empty-32-32-even-16.scen:,45
0.005577,2,4,1555,7189,1053,1053,1053,1053,6,0,0,0,1,0,0,0,0,0,0,0.000295,0,0,0,0,5e-06,0.000122,0.000729,0.000805,0.020829,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-14.scen:,45
0.005234,4,6,1466,6739,1053,1053,1053,1053,5,1,0,0,1,0,0,0,0,1.9e-05,3.1e-05,0.00028,0,2e-06,0,0.000423,7e-06,9.9e-05,0.000691,0.000759,0.020105,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-14.scen:,45
0.007808,4,6,1079,4916,1053,1053,1053,1053,15,0,0,0,2,0,0,0,0,1e-05,2e-05,0.000289,0.000478,7e-06,0,0.003857,1.6e-05,0.000266,0.001483,0.001656,0.014779,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-14.scen:,45
0.00736,4,6,926,4076,1053,1053,1053,1053,16,0,0,0,2,0,0,0,0,8e-06,2.2e-05,0.000253,0.000363,1.7e-05,0,0.003972,1.5e-05,0.000276,0.001508,0.001667,0.013035,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-14.scen:,45
0.006995,3,6,965,4347,1053,1053,1053,1053,16,0,0,0,2,0,0,0,0,1.3e-05,1.9e-05,0.000273,0.000333,1.3e-05,0,0.003861,1.6e-05,0.000313,0.001721,0.001905,0.012507,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-14.scen:,45
0.005482,2,3,1555,7189,1053,1053,1053,1053,6,0,0,0,1,0,0,0,0,1.8e-05,2.1e-05,0.000179,0,3e-06,0,0.001735,6e-06,0.000117,0.00073,0.000808,0.010647,CG+GR+DC+T+BP with AStar,scens/empty-32-32-even-14.scen:,45
0.006724,4,8,1867,8330,1070,1070,1070,1070,6,1,0,0,2,0,0,0,0,0,0,0.000318,0,0,0,0,1.3e-05,0.000199,0.00128,0.001397,0.020854,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-2.scen:,45
0.007308,4,8,1999,8827,1070,1070,1070,1070,8,1,0,0,2,0,0,0,0,1.1e-05,1.1e-05,0.000324,0,1e-06,0,0.000333,1.3e-05,0.000209,0.001454,0.001574,0.020088,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-2.scen:,45
0.011084,4,6,2427,10332,1070,1070,1070,1070,22,0,0,0,2,0,0,0,0,1.3e-05,2.3e-05,0.000399,0.000303,1.2e-05,0,0.003677,2.4e-05,0.000399,0.002701,0.002945,0.018652,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-2.scen:,45
0.009466,4,6,1647,7535,1070,1070,1070,1070,20,0,0,0,2,0,0,0,0,1e-05,2e-05,0.000318,0.000592,9e-06,0,0.003336,1.9e-05,0.000331,0.00192,0.0021,0.016246,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-2.scen:,45
0.009452,4,6,1767,7719,1070,1070,1070,1070,17,0,0,0,2,0,0,0,0,1.3e-05,2e-05,0.000315,0.000289,1.2e-05,0,0.004367,1.6e-05,0.00035,0.002301,0.002497,0.015717,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-2.scen:,45
0.006501,4,7,1867,8330,1070,1070,1070,1070,6,1,0,0,2,0,0,0,0,9e-06,4.1e-05,0.000216,0.000104,6e-06,0,0.001929,1.3e-05,0.000192,0.001234,0.001349,0.010623,CG+GR+DC+T+BP with AStar,scens/empty-32-32-even-2.scen:,45
1.35516,187,372,149681,408142,2013,2013,2011,2011,71,108,12,47,18,0,0,80,10,0.158983,0.000314,0.005314,0.004785,0.001075,0,0.040173,0.00075,0.02098,0.222032,0.22903,0.029875,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,30
1.40515,187,372,149681,408142,2013,2013,2011,2011,71,108,12,47,18,0,0,80,10,0.168334,0.000365,0.00557,0.004788,0.00107,0,0.042995,0.000797,0.021394,0.230452,0.237645,0.029258,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,30
0.464193,518,1033,57798,192667,574,574,574,574,224,219,27,0,271,0,0,0,0,0,0,0.007748,0,0,0,0,0.003457,0.006102,0.096815,0.110553,0.005692,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-24.scen:,55
0.469026,480,944,62758,204516,574,574,574,574,179,156,23,0,300,0,0,1,0,0.000119,1.6e-05,0.006916,0,1e-06,0,4e-05,0.002702,0.005201,0.100646,0.112897,0.00606,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-24.scen:,55
3.05677,540,1078,403870,1099561,2013,2013,1998,2008,183,253,60,140,85,0,0,720,913,1.34926,0.00602,0.016022,0.071267,0.064201,0,0.082995,0.002351,0.061911,0.645447,0.666609,0.029116,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,30
0.514354,613,1197,63989,208494,575,575,574,574,253,249,58,0,304,0,0,126,11,0.032272,0.001121,0.007627,0.001151,6.2e-05,0,0.006629,0.003239,0.006186,0.10566,0.119837,0.005569,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-24.scen:,55
3.03441,540,1078,403870,1099561,2013,2013,1998,2008,183,253,60,140,85,0,0,720,913,1.3399,0.006012,0.016051,0.070074,0.06356,0,0.082315,0.002328,0.061238,0.639822,0.66097,0.029785,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,30
2.78503,2609,5203,335089,1054450,574,574,570,571,1372,1451,126,3,1028,0,0,5916,1316,1.51108,0.054817,0.041837,0.063597,0.007695,0,0.249461,0.024815,0.032799,0.579997,0.667414,0.00489,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-24.scen:,55
0.72692,888,1770,87753,296235,574,574,570,571,377,416,103,0,367,0,0,1723,634,0.374042,0.017155,0.012685,0.018643,0.001734,0,0.055161,0.007359,0.010483,0.157692,0.186536,0.004818,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-24.scen:,55
0.430256,518,1032,57798,192667,574,574,568,569,224,219,27,0,271,0,0,1229,102,0.23167,0.00948,0.007211,0.008812,0.00092,0,0.050794,0.00308,0.005823,0.089454,0.102516,0.002535,WDG+GR+GC+T+BP with AStar,scens/empty-16-16-even-24.scen:,55
0.022846,35,70,3334,12855,567,567,567,567,38,13,3,2,16,0,0,0,0,0,0,0.000711,0,0,0,0,0.000134,0.0009,0.004947,0.00604,0.003826,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-16.scen:,55
0.115715,167,330,15379,56559,567,567,567,567,182,114,3,0,48,0,0,3,0,0.000366,4.6e-05,0.003261,1.1e-05,3e-06,0,0.00011,0.001006,0.005518,0.031941,0.037518,0.005771,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-16.scen:,55
0.032225,36,68,3727,14351,567,567,567,567,49,19,0,0,15,0,0,12,0,0.001702,3.2e-05,0.000883,8.5e-05,3e-06,0,0.000402,0.000173,0.001229,0.006688,0.008014,0.005837,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-16.scen:,55
0.136297,154,305,14238,51669,567,567,565,566,185,74,34,0,44,0,0,476,40,0.067752,0.002767,0.003192,0.00326,0.000299,0,0.013405,0.000958,0.005058,0.028957,0.036658,0.004656,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-16.scen:,55
0.047305,52,93,4170,16492,567,567,565,566,81,30,3,0,17,0,0,180,20,0.023579,0.000869,0.00123,0.000987,8.7e-05,0,0.004168,0.000189,0.001636,0.008414,0.011195,0.004787,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-16.scen:,55
0.028358,35,69,3334,12855,567,567,565,566,38,13,3,2,16,0,0,106,3,0.013866,0.000647,0.000728,0.000478,0.000121,0,0.003211,0.000167,0.001043,0.005779,0.007018,0.00308,WDG+GR+GC+T+BP with AStar,scens/empty-16-16-even-16.scen:,55
3.17208,333,666,390155,912168,2241,2241,2241,2241,68,79,2,212,39,0,0,1,0,0.000396,7e-06,0.010835,0,1e-06,0,0.000181,0.000936,0.035876,0.580268,0.60021,0.029601,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-16.scen:,30
0.01072,2,5,2972,13356,1060,1060,1060,1060,11,0,1,0,0,0,1485,0,0,0,0,0.000581,0,0,0,0.017245,6e-06,0.000216,0.001099,0.001258,0.025226,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-11.scen:,55
0.015457,5,11,3403,14886,1060,1060,1060,1060,14,0,1,0,2,0,1485,5,0,0.001435,3.2e-05,0.000556,7.3e-05,3e-06,0,0.017863,1.9e-05,0.000279,0.001575,0.001775,0.024989,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-11.scen:,55
2.45412,140,281,235748,516536,2241,2241,2217,2229,79,84,0,53,3,0,0,381,176,1.90356,0.001969,0.005954,0.043791,0.071868,0,0.068146,0.000565,0.019311,0.336535,0.346373,0.016088,WDG+GR+GC+T+BP with AStar,scens/den312d-even-16.scen:,30
0.037168,6,12,5361,17991,1652,1652,1652,1652,1,1,1,3,0,0,0,0,0,0,0,0.000273,0,0,0,0,1e-05,0.000454,0.004214,0.004341,0.029886,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-11.scen:,30
0.060069,7,14,6173,19004,1652,1652,1650,1652,2,1,1,4,0,0,0,4,0,0.005653,1.4e-05,0.000274,7.2e-05,0.00023,0,0.001484,1.1e-05,0.000618,0.006347,0.006492,0.026249,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-11.scen:,30
0.115806,12,24,9316,27366,1652,1652,1644,1652,2,3,1,7,0,0,0,23,0,0.048272,0.000121,0.000378,0.000405,0.005956,0,0.002317,1.9e-05,0.001065,0.011362,0.011656,0.026156,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-11.scen:,30
0.121371,14,26,10399,30746,1652,1652,1644,1652,6,3,2,7,0,0,0,26,0,0.053617,0.000121,0.000405,0.000438,0.006681,0,0.003447,2.2e-05,0.001298,0.01328,0.013632,0.025084,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-11.scen:,30
0.01505,12,29,3188,13530,1060,1060,1060,1060,10,0,1,0,7,0,1485,12,0,0.004392,3.5e-05,0.000422,0.000195,8e-06,0,0.018653,2.2e-05,0.000326,0.002279,0.00243,0.021144,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-11.scen:,55
0.11206,13,24,9110,27282,1652,1652,1644,1652,5,2,2,7,0,0,0,24,0,0.049973,0.000116,0.000375,0.000446,0.006124,0,0.002791,2.1e-05,0.001178,0.011654,0.011967,0.024865,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-11.scen:,30
0.037659,5,11,4730,16202,1652,1652,1644,1652,0,1,1,3,0,0,0,10,0,0.024964,5.7e-05,0.000193,4.9e-05,0.002199,0,0.001643,1e-05,0.000352,0.003887,0.004005,0.015563,WDG+GR+GC+T+BP with AStar,scens/den312d-even-11.scen:,30
0.107047,10,20,14649,41996,1971,1971,1971,1971,7,3,0,5,1,0,0,0,0,0,0,0.000531,0,0,0,0,2.3e-05,0.001499,0.017774,0.018173,0.030986,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-14.scen:,30
0.116509,12,24,15415,42849,1971,1971,1971,1971,5,4,0,5,2,0,0,1,0,0.000379,6e-06,0.000441,2.1e-05,0,0,0.00013,2.8e-05,0.001429,0.018517,0.018859,0.027914,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-14.scen:,30
0.102463,10,18,13264,35975,1971,1971,1969,1971,5,1,0,5,2,0,0,8,0,0.006512,1.5e-05,0.000364,0.0001,3e-06,0,0.001941,1.9e-05,0.001191,0.016548,0.016797,0.026834,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-14.scen:,30
0.103882,10,18,13264,35975,1971,1971,1969,1971,5,1,0,5,2,0,0,8,0,0.006455,1.6e-05,0.000371,9e-05,3e-06,0,0.001956,1.6e-05,0.001208,0.016587,0.016851,0.02691,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-14.scen:,30
